"filename", "language", "Go", "comment", "blank", "total"
"/root/go/tiny-docker/cmd/RunCommand.go", "Go", 1, 0, -1, 0
"/root/go/tiny-docker/cmd/newTerm.go", "Go", 57, 0, 4, 61
"/root/go/tiny-docker/grpc/conn/conn.go", "Go", 4, 0, 1, 5
"/root/go/tiny-docker/namespace/cloneflag.go", "Go", 0, 0, -1, -1
"/root/go/tiny-docker/server/serve.go", "Go", 3, 0, -1, 2
"/root/go/tiny-docker/server/service/term/newTerm.go", "Go", 62, 0, 0, 62
"Total", "-", 127, 0, 2, 129
